week_number,date,month,year,channel_code,channel_name,subject_id,subject_title,amount,rpm_range
105,2028-01-04,1,2028,CC,Cartel Capital,CC009,Beltran-Leyva Cartel's Casino Empire: Puebla Gaming Money,$Millions,$18-32
105,2028-01-04,1,2028,EI,Early Intel,EI001,Raj Rajaratnam: The $63M Galleon Group Wiretap Case,$63M,$15-28
106,2028-01-11,1,2028,PMF,Political Money Flow,PMF046,Jesse Jackson Jr's Campaign Spending Spree,$750K Furs Memorabilia,$15-28
106,2028-01-11,1,2028,TC,Tax Crimes,TC034,Beanie Babies Billionaire - Ty Warner's Swiss Account,$5.6B Estate,$20-38
106,2028-01-11,1,2028,WSP,Wall Street Predators,WSP022,Elliott Management's Argentina Debt Fight: Seizing Navy Ship,$2.4B,$18-35
106,2028-01-11,1,2028,BB,Bankruptcy Billions,BB018,California Resources Corporation: Occidental's Liability Dump,$6B,$15-28
106,2028-01-11,1,2028,CC,Cartel Capital,CC010,El Mencho's Cryptocurrency Adoption: CJNG's Bitcoin Strategy,$Millions,$18-32
106,2028-01-11,1,2028,EI,Early Intel,EI002,"Steven Cohen's SAC Capital: $1.8B Fine, No Jail Time",$1.8B,$15-28
107,2028-01-18,1,2028,PMF,Political Money Flow,PMF047,FTX's Political Donations - SBF Bought Both Parties,$70M+ Bipartisan,$15-28
107,2028-01-18,1,2028,TC,Tax Crimes,TC035,Marc Rich - Clinton Pardon Tax Fugitive,$Billions,$20-38
107,2028-01-18,1,2028,WSP,Wall Street Predators,WSP023,Dan Loeb's Third Point vs. Yahoo: CEO Firing Campaign,$500M,$18-35
107,2028-01-18,1,2028,BB,Bankruptcy Billions,BB019,General Motors: $50B Taxpayer Bailout and Bankruptcy,$50B,$15-28
107,2028-01-18,1,2028,CC,Cartel Capital,CC011,Pablo Escobar's $30B: Where Did the Medellin Money Go?,$30B,$18-32
107,2028-01-18,1,2028,EI,Early Intel,EI003,Rajat Gupta: Goldman Sachs Board Member Who Tipped Raj,$Millions,$15-28
108,2028-01-25,1,2028,PMF,Political Money Flow,PMF048,Crypto's Capitol Hill Spending Spree,$100M+ Lobbying,$15-28
108,2028-01-25,1,2028,TC,Tax Crimes,TC036,Paul Manafort Tax Fraud - Campaign Chairman's Hidden Millions,$60M,$20-38
108,2028-01-25,1,2028,WSP,Wall Street Predators,WSP024,Nelson Peltz vs. Disney: $3B Fight for Board Seats,$3B,$18-35
108,2028-01-25,1,2028,BB,Bankruptcy Billions,BB020,Chrysler: Fiat Merger Through Bankruptcy,$Billions,$15-28
108,2028-01-25,1,2028,CC,Cartel Capital,CC012,The Cali Cartel's Legitimate Business Model: $7B Annual Revenue,$7B,$18-32
108,2028-01-25,1,2028,EI,Early Intel,EI004,"Martha Stewart: $45K Profit, Prison Time",$45K,$15-28
109,2028-02-01,2,2028,PMF,Political Money Flow,PMF049,Dinesh D'Souza's Straw Donor Scheme,$20K Illegal Bundling,$15-28
109,2028-02-01,2,2028,TC,Tax Crimes,TC037,BitMEX Founders - Crypto Exchange Tax Evasion,Billions,$20-38
109,2028-02-01,2,2028,WSP,Wall Street Predators,WSP025,Pershing Square's J.C. Penney Disaster: Ackman Lost $500M,$500M,$18-35
109,2028-02-01,2,2028,BB,Bankruptcy Billions,BB021,Delphi: Auto Parts Pension Dumping Bankruptcy,$Billions,$15-28
109,2028-02-01,2,2028,CC,Cartel Capital,CC013,Black Market Peso Exchange: The Engine of Colombian Laundering,$6-10B,$18-32
109,2028-02-01,2,2028,EI,Early Intel,EI005,Mark Cuban's Mamma.com Trade: Acquitted Despite Suspicious Timing,$750K,$15-28
110,2028-02-08,2,2028,PMF,Political Money Flow,PMF050,John Edwards' Mistress Cover-Up Fund,$1M+ Hush Money,$15-28
110,2028-02-08,2,2028,TC,Tax Crimes,TC038,Coinbase John Doe Summons - Setting Crypto Tax Precedent,Thousands of Users,$20-38
110,2028-02-08,2,2028,WSP,Wall Street Predators,WSP026,Starboard Value's Olive Garden Campaign: The Breadstick Manifesto,$Millions,$18-35
110,2028-02-08,2,2028,BB,Bankruptcy Billions,BB022,Visteon: Ford Spin-Off Bankruptcy Strategy,$Billions,$15-28
110,2028-02-08,2,2028,CC,Cartel Capital,CC014,Drogas La Rebaja: The Pharmacy Chain Built on Cocaine,$Billions,$18-32
110,2028-02-08,2,2028,EI,Early Intel,EI006,Carl Icahn's Apple Tweets: Legal Front-Running?,Unknown,$15-28
111,2028-02-15,2,2028,TC,Tax Crimes,TC039,Roger Ver - Bitcoin Jesus Expatriation Tax Battle,$Millions,$20-38
111,2028-02-15,2,2028,WSP,Wall Street Predators,WSP027,ValueAct Capital's Microsoft Activism: Forced Ballmer Out,$2B,$18-35
111,2028-02-15,2,2028,BB,Bankruptcy Billions,BB023,Takata Airbag: Bankruptcy Shields Liability $1B in Claims,$1B,$15-28
111,2028-02-15,2,2028,CC,Cartel Capital,CC015,The North Valley Cartel's Wall Street Connections,$Millions,$18-32
111,2028-02-15,2,2028,EI,Early Intel,EI007,Nelson Peltz's Heinz/Kraft Insider Trading Investigation,Unknown,$15-28
112,2028-02-22,2,2028,TC,Tax Crimes,TC040,NFT Tax Evasion - The Art Market Goes Digital,$Millions,$20-38
112,2028-02-22,2,2028,WSP,Wall Street Predators,WSP028,Jeff Smith's Salesforce Activism: Forced $10B Buybacks,$10B,$18-35
112,2028-02-22,2,2028,BB,Bankruptcy Billions,BB024,Purdue Pharma: Sackler Family Shield Through Bankruptcy,$6B,$15-28
112,2028-02-22,2,2028,CC,Cartel Capital,CC016,Colombian Real Estate Boom: Narco Money in Bogota High-Rises,$20B,$18-32
112,2028-02-22,2,2028,EI,Early Intel,EI008,Larry Ellison's Trades: Oracle CEO's Perfect Timing,$1B+,$15-28
113,2028-02-29,2,2028,TC,Tax Crimes,TC041,John McAfee - Crypto Guru's Tax Evasion Death,$Millions,$20-38
113,2028-02-29,2,2028,WSP,Wall Street Predators,WSP029,Paul Singer's Elliott Management: Argentina Holdout Victory,$2.4B,$18-35
113,2028-02-29,2,2028,BB,Bankruptcy Billions,BB025,Mallinckrodt: Opioid Bankruptcy Protection,$Billions,$15-28
113,2028-02-29,2,2028,CC,Cartel Capital,CC017,Soccer Teams as Laundries: America de Cali's Dirty Money,$Millions,$18-32
113,2028-02-29,2,2028,EI,Early Intel,EI009,Jeff Bezos' Amazon Sale Schedule: Legal But Suspicious,$6B+,$15-28
113,2028-02-29,2,2028,SG,Startup Graveyard,SG001,Quibi - $1.75 Billion Burned in 6 Months,$1.75B,$20-35
114,2028-03-07,3,2028,TC,Tax Crimes,TC042,Kraken User Data - IRS Demands All Records,Millions of Users,$20-38
114,2028-03-07,3,2028,WSP,Wall Street Predators,WSP030,Cerberus Capital's GMAC/Chrysler Double Play,$Billions,$18-35
114,2028-03-07,3,2028,BB,Bankruptcy Billions,BB026,Endo Pharmaceuticals: Opioid Chapter 11,$Billions,$15-28
114,2028-03-07,3,2028,CC,Cartel Capital,CC018,The Panama Papers' Colombian Connection: Mossack Fonseca's Cartel Clients,$Billions,$18-32
114,2028-03-07,3,2028,EI,Early Intel,EI010,Elon Musk's Tesla Tweet Manipulation: $20M SEC Fine,$20M,$15-28
114,2028-03-07,3,2028,SG,Startup Graveyard,SG002,Jawbone - $3 Billion Valuation to Liquidation,$3B,$20-35
115,2028-03-14,3,2028,TC,Tax Crimes,TC043,Al Capone - The Original Tax Evasion Conviction,$215M (adjusted),$20-38
115,2028-03-14,3,2028,WSP,Wall Street Predators,WSP031,Fortress Investment Group's Nationstar Mortgages,$Billions,$18-35
115,2028-03-14,3,2028,BB,Bankruptcy Billions,BB027,Insys Therapeutics: Fentanyl Spray Fraud Bankruptcy,$Millions,$15-28
115,2028-03-14,3,2028,CC,Cartel Capital,CC019,HSBC: $1.9B Cartel Money Laundering Fine,$1.9B,$18-32
115,2028-03-14,3,2028,EI,Early Intel,EI011,Nancy Pelosi's $30M+ Portfolio: Legal But Questionable Timing,$30M+,$15-28
115,2028-03-14,3,2028,SG,Startup Graveyard,SG003,Juicero - The $400 Juice Bag Squeezer,$120M Raised,$20-35
116,2028-03-21,3,2028,TC,Tax Crimes,TC044,Spiro Agnew - Vice President Who Resigned for Tax Fraud,$Millions,$20-38
116,2028-03-21,3,2028,WSP,Wall Street Predators,WSP032,Aurelius Capital's Puerto Rico Debt Fight,$Billions,$18-35
116,2028-03-21,3,2028,BB,Bankruptcy Billions,BB028,Millennium Health: Urinalysis Fraud Bankruptcy,$Millions,$15-28
116,2028-03-21,3,2028,CC,Cartel Capital,CC020,Wachovia: $378B in Drug Proceeds Processed,$378B,$18-32
116,2028-03-21,3,2028,EI,Early Intel,EI012,Richard Burr's COVID Stock Dump: Pandemic Briefing to Trades,$1.6M,$15-28
116,2028-03-21,3,2028,SG,Startup Graveyard,SG004,Essential Phone - Andy Rubin's $300 Million Sequel Flop,$300M,$20-35
117,2028-03-28,3,2028,TC,Tax Crimes,TC045,The Kennedy Family Trust - How Dynasties Avoid Estate Taxes,$Billions,$20-38
117,2028-03-28,3,2028,WSP,Wall Street Predators,WSP033,Baupost Group's Distressed Mortgage Bonds 2008,$Billions,$18-35
117,2028-03-28,3,2028,BB,Bankruptcy Billions,BB029,PG&E Wildfire Bankruptcy: 84 Deaths,$30B,$15-28
117,2028-03-28,3,2028,CC,Cartel Capital,CC021,Standard Chartered: Iran Sanctions Violations $1B,$1B,$18-32
117,2028-03-28,3,2028,EI,Early Intel,EI013,Kelly Loeffler's 29 Trades in One Day After COVID Briefing,$Millions,$15-28
117,2028-03-28,3,2028,SG,Startup Graveyard,SG005,Hyperloop One - $400 Million to Build 500 Meters of Tube,$400M,$20-35
118,2028-04-04,4,2028,TC,Tax Crimes,TC046,Helmsley Enterprises - Beyond Leona's Personal Crimes,$Billions,$20-38
118,2028-04-04,4,2028,WSP,Wall Street Predators,WSP034,Och-Ziff Capital's Africa Mining Deals,$Billions,$18-35
118,2028-04-04,4,2028,BB,Bankruptcy Billions,BB030,Puerto Rico PREPA: $9B Power Authority Default,$9B,$15-28
118,2028-04-04,4,2028,CC,Cartel Capital,CC022,Deutsche Bank: Russian Laundromat $10B Scandal,$10B,$18-32
118,2028-04-04,4,2028,EI,Early Intel,EI014,The STOCK Act: Why It Doesn't Work,N/A,$15-28
118,2028-04-04,4,2028,SG,Startup Graveyard,SG006,Katerra - $2 Billion Construction Tech Collapse,$2B,$20-35
119,2028-04-11,4,2028,TC,Tax Crimes,TC047,Sun Myung Moon - Unification Church Tax Conviction,$Millions,$20-38
119,2028-04-11,4,2028,WSP,Wall Street Predators,WSP035,Och-Ziff Bribery Scandal: Libya and DRC,$412M,$18-35
119,2028-04-11,4,2028,BB,Bankruptcy Billions,BB031,Detroit Water & Sewerage: Municipal Bankruptcy,$Billions,$15-28
119,2028-04-11,4,2028,CC,Cartel Capital,CC023,Danske Bank Estonia: $230B Money Laundering Scandal,$230B,$18-32
119,2028-04-11,4,2028,EI,Early Intel,EI015,"David Perdue's 2,596 Trades While In Office",$15M,$15-28
119,2028-04-11,4,2028,SG,Startup Graveyard,SG007,Arrivo - Hyperloop Competitor Dead in 18 Months,$Millions,$20-35
120,2028-04-18,4,2028,TC,Tax Crimes,TC048,Chuck Berry - Rock Legend's Tax Prison Time,$Millions,$20-38
120,2028-04-18,4,2028,WSP,Wall Street Predators,WSP036,Marathon Asset Management's Greece Debt Swap,$Billions,$18-35
120,2028-04-18,4,2028,BB,Bankruptcy Billions,BB032,Flint Water Crisis: Bankruptcy Protection Strategy,$Millions,$15-28
120,2028-04-18,4,2028,CC,Cartel Capital,CC024,Bank of New York: Russian Money Laundering 1990s,$7B,$18-32
120,2028-04-18,4,2028,EI,Early Intel,EI016,Tom Price's Healthcare Stock Trades: HHS Secretary Resignation,$Millions,$15-28
120,2028-04-18,4,2028,SG,Startup Graveyard,SG008,Zirtual - Virtual Assistants Who Ghosted Their Customers,$11M Raised,$20-35
121,2028-04-25,4,2028,TC,Tax Crimes,TC049,Aldo Gucci - Fashion Dynasty Tax Scandal,$Millions,$20-38
121,2028-04-25,4,2028,WSP,Wall Street Predators,WSP037,Carl Icahn vs. Apple: Demanding Capital Return,$Billions,$18-35
121,2028-04-25,4,2028,BB,Bankruptcy Billions,BB033,"Trump Casinos: Four Bankruptcies, Same Owner",$Billions,$15-28
121,2028-04-25,4,2028,CC,Cartel Capital,CC025,Liberty Reserve: $6B Digital Currency Money Laundering,$6B,$18-32
121,2028-04-25,4,2028,EI,Early Intel,EI017,Chris Collins' Innate Immunotherapeutics Tip: Prison Time,$Millions,$15-28
121,2028-04-25,4,2028,SG,Startup Graveyard,SG009,ScaleFactor - AI Accounting Startup That Did Books by Hand,$100M,$20-35
121,2028-04-25,4,2028,LB,Legal Billions,LB001,Tobacco Master Settlement - $206 Billion Over 25 Years,$206B,$18-30
122,2028-05-02,5,2028,TC,Tax Crimes,TC050,Joe Louis - How the IRS Destroyed a Champion,$1.25M Debt,$20-38
122,2028-05-02,5,2028,WSP,Wall Street Predators,WSP038,Bill Ackman vs. Canadian Pacific Railway Turnaround,$Billions,$18-35
122,2028-05-02,5,2028,BB,Bankruptcy Billions,BB034,Caesars Entertainment: Apollo's Debt Shuffling,$27.8B,$15-28
122,2028-05-02,5,2028,CC,Cartel Capital,CC026,TD Bank: $3B Laundering Fine 2024,$3B,$18-32
122,2028-05-02,5,2028,EI,Early Intel,EI018,James Inhofe's Perfect Timing: Defense Committee Trades,$Millions,$15-28
122,2028-05-02,5,2028,SG,Startup Graveyard,SG010,Brandless - $240 Million to Sell $3 Products,$240M,$20-35
122,2028-05-02,5,2028,LB,Legal Billions,LB002,Opioid Litigation - $50 Billion and Counting,$50B+,$18-30
123,2028-05-09,5,2028,WSP,Wall Street Predators,WSP039,Pershing Square's Target Canada Disaster,$7B Loss,$18-35
123,2028-05-09,5,2028,BB,Bankruptcy Billions,BB035,Revel Casino: Atlantic City's $2.4B Failure,$2.4B,$15-28
123,2028-05-09,5,2028,CC,Cartel Capital,CC027,Triads: Hong Kong Real Estate Billions,$Billions,$18-32
123,2028-05-09,5,2028,EI,Early Intel,EI019,Preet Bharara's Silicon Valley Roundup: 70+ Convictions,$Millions,$15-28
123,2028-05-09,5,2028,SG,Startup Graveyard,SG011,Nikola - The Truck That Rolled Downhill,$3.3B Peak,$20-35
123,2028-05-09,5,2028,LB,Legal Billions,LB003,BP Deepwater Horizon - $65 Billion Total Cost,$65B,$18-30
124,2028-05-16,5,2028,WSP,Wall Street Predators,WSP040,Trian vs. Procter & Gamble: Nelson Peltz Board Fight,$Billions,$18-35
124,2028-05-16,5,2028,BB,Bankruptcy Billions,BB036,Trump Plaza: Bondholders Wiped Out,$Millions,$15-28
124,2028-05-16,5,2028,CC,Cartel Capital,CC028,Yakuza: Pachinko Gambling Empire Laundering,$Billions,$18-32
124,2028-05-16,5,2028,EI,Early Intel,EI020,Mathew Martoma: $275M SAC Capital Insider Profit,$275M,$15-28
124,2028-05-16,5,2028,SG,Startup Graveyard,SG012,Lordstown Motors - The EV Startup With No Factory Orders,$1.6B,$20-35
124,2028-05-16,5,2028,LB,Legal Billions,LB004,Volkswagen Dieselgate - $30 Billion in Fines and Buybacks,$30B,$18-30
125,2028-05-23,5,2028,WSP,Wall Street Predators,WSP041,Jana Partners' Whole Foods Push Led to Amazon Sale,$13.7B,$18-35
125,2028-05-23,5,2028,BB,Bankruptcy Billions,BB037,WeWork: Failed IPO to Bankruptcy,$47B to $0,$15-28
125,2028-05-23,5,2028,CC,Cartel Capital,CC029,Chinese Underground Banking: Vancouver Model,$Billions,$18-32
125,2028-05-23,5,2028,EI,Early Intel,EI021,Roomy Khan: The Informant Who Exposed Everyone,$Millions,$15-28
125,2028-05-23,5,2028,SG,Startup Graveyard,SG013,Clover Health - Chamath's Healthcare SPAC Disaster,$3.7B,$20-35
125,2028-05-23,5,2028,LB,Legal Billions,LB005,PG&E Wildfire Settlements - $25 Billion,$25B,$18-30
126,2028-05-30,5,2028,WSP,Wall Street Predators,WSP042,Starboard Value vs. Darden Restaurants Victory,$Millions,$18-35
126,2028-05-30,5,2028,BB,Bankruptcy Billions,BB038,Peloton: Near-Bankruptcy Turnaround Attempt,$Billions,$15-28
126,2028-05-30,5,2028,CC,Cartel Capital,CC030,1MDB: Goldman Sachs $4.5B Scandal,$4.5B,$18-32
126,2028-05-30,5,2028,EI,Early Intel,EI022,Doug Whitman: Whitman Capital's Expert Network Abuse,$Millions,$15-28
126,2028-05-30,5,2028,SG,Startup Graveyard,SG014,Canoo - The EV Company That Changed Plans Every Quarter,$2.4B Peak,$20-35
126,2028-05-30,5,2028,LB,Legal Billions,LB006,3M Earplugs - $6 Billion for 300000 Veterans,$6B,$18-30
127,2028-06-06,6,2028,WSP,Wall Street Predators,WSP043,Elliott Management's Twitter Campaign: Removed Jack Dorsey,$Billions,$18-35
127,2028-06-06,6,2028,BB,Bankruptcy Billions,BB039,MoviePass: $20M/Month Cash Burn,$Millions,$15-28
127,2028-06-06,6,2028,CC,Cartel Capital,CC031,Macau Casino: Junket Operator Money Laundering,$Billions,$18-32
127,2028-06-06,6,2028,EI,Early Intel,EI023,Anthony Chiasson: Level Global Co-Founder's $68M Scheme,$68M,$15-28
127,2028-06-06,6,2028,SG,Startup Graveyard,SG015,View Inc - Smart Glass Windows Nobody Wanted,$1.6B,$20-35
127,2028-06-06,6,2028,LB,Legal Billions,LB007,Johnson & Johnson Talc/Opioid - $10 Billion Combined,$10B,$18-30
128,2028-06-13,6,2028,WSP,Wall Street Predators,WSP044,Shopko Stores: Sun Capital's Liquidation,$1.1B,$18-35
128,2028-06-13,6,2028,BB,Bankruptcy Billions,BB040,Quibi: Jeffrey Katzenberg's $1.75B Streaming Failure,$1.75B,$15-28
128,2028-06-13,6,2028,CC,Cartel Capital,CC032,North Korea Bureau 39: Counterfeiting and Meth Empire,$Billions,$18-32
128,2028-06-13,6,2028,EI,Early Intel,EI024,Todd Newman Conviction Overturned: Precedent Changed,N/A,$15-28
128,2028-06-13,6,2028,SG,Startup Graveyard,SG016,Faraday Future - The EV Company Always Next Year,$3.4B,$20-35
128,2028-06-13,6,2028,LB,Legal Billions,LB008,Wells Fargo Fake Accounts - $6 Billion Total Penalties,$6B,$18-30
129,2028-06-20,6,2028,WSP,Wall Street Predators,WSP045,Marsh Supermarkets: Sun Capital Bankruptcy,$Millions,$18-35
129,2028-06-20,6,2028,BB,Bankruptcy Billions,BB041,Hahnemann Hospital: Asset Stripping Philadelphia,$Millions,$15-28
129,2028-06-20,6,2028,CC,Cartel Capital,CC033,'Ndrangheta: Cocaine Europe's $60B Syndicate,$60B,$18-32
129,2028-06-20,6,2028,EI,Early Intel,EI025,Chip Skowron: FrontPoint Partners Doctor Network,$Millions,$15-28
129,2028-06-20,6,2028,SG,Startup Graveyard,SG017,Desktop Metal - 3D Printing Promise to 90% Stock Drop,$5B Peak,$20-35
129,2028-06-20,6,2028,LB,Legal Billions,LB009,Vioxx - $4.85 Billion for Hidden Heart Attack Risk,$4.85B,$18-30
130,2028-06-27,6,2028,WSP,Wall Street Predators,WSP046,Sports Authority Bankruptcy: $1.1B Debt,$1.1B,$18-35
130,2028-06-27,6,2028,BB,Bankruptcy Billions,BB042,Steward Health: PE Hospital Empire Collapse,$Billions,$15-28
130,2028-06-27,6,2028,CC,Cartel Capital,CC034,Camorra: Naples Waste Management Rackets,$Billions,$18-32
130,2028-06-27,6,2028,EI,Early Intel,EI026,Chris Eaton: FDA Chemist Who Sold Drug Approvals,$Millions,$15-28
130,2028-06-27,6,2028,SG,Startup Graveyard,SG018,Bird Scooters - From $2.5 Billion to Bankruptcy,$2.5B Peak,$20-35
130,2028-06-27,6,2028,LB,Legal Billions,LB010,Fen-Phen - $13 Billion Diet Drug Disaster,$13B,$18-30
131,2028-07-04,7,2028,WSP,Wall Street Predators,WSP047,Tops Friendly Markets: Three Bankruptcies,$Millions,$18-35
131,2028-07-04,7,2028,BB,Bankruptcy Billions,BB043,Community Health Systems: $15B Debt Crisis,$15B,$15-28
131,2028-07-04,7,2028,CC,Cartel Capital,CC035,Russian Oligarch: Cyprus Money Laundering Hub,$Billions,$18-32
131,2028-07-04,7,2028,EI,Early Intel,EI027,Richard Lee: SAC Capital Analyst's Doctor Tips,$Millions,$15-28
131,2028-07-04,7,2028,SG,Startup Graveyard,SG019,WeWork - The $47 Billion Mirage,$47B Peak,$20-35
131,2028-07-04,7,2028,LB,Legal Billions,LB011,Risperdal - $8 Billion for Breast Growth in Boys,$8B,$18-30
132,2028-07-11,7,2028,WSP,Wall Street Predators,WSP048,Boston Market: Sun Capital's Collapse,$Millions,$18-35
132,2028-07-11,7,2028,BB,Bankruptcy Billions,BB044,HCA Healthcare: Rick Scott Connection,$Billions,$15-28
132,2028-07-11,7,2028,CC,Cartel Capital,CC036,Albanian Mafia: Europe Cannabis Trade Money,$Billions,$18-32
132,2028-07-11,7,2028,EI,Early Intel,EI028,Sidney Gilman: The Doctor Who Destroyed His Legacy,$Millions,$15-28
132,2028-07-11,7,2028,SG,Startup Graveyard,SG020,Oyo Rooms - The Hotel Startup That Cooked Its Books,$10B Peak,$20-35
132,2028-07-11,7,2028,LB,Legal Billions,LB012,Zantac/Ranitidine - $2.3 Billion and Growing,$2.3B,$18-30
133,2028-07-18,7,2028,WSP,Wall Street Predators,WSP049,Fairway Market: Sterling Investment Bankruptcy,$Millions,$18-35
133,2028-07-18,7,2028,BB,Bankruptcy Billions,BB045,Red Lobster: The Landlord Scheme Bankruptcy,$Millions,$15-28
133,2028-07-18,7,2028,CC,Cartel Capital,CC037,Kinahan Cartel: Dubai Operations and European Distribution,$Billions,$18-32
133,2028-07-18,7,2028,EI,Early Intel,EI029,Yodlee Data Scraping for Insider Information,Unknown,$15-28
133,2028-07-18,7,2028,SG,Startup Graveyard,SG021,Wag - The Dog Walking App SoftBank Abandoned,$650M,$20-35
133,2028-07-18,7,2028,LB,Legal Billions,LB013,Roundup/Glyphosate - $11 Billion for Cancer Claims,$11B,$18-30
134,2028-07-25,7,2028,WSP,Wall Street Predators,WSP050,Dean Foods Bankruptcy: America's Dairy Giant Falls,$Billions,$18-35
134,2028-07-25,7,2028,BB,Bankruptcy Billions,BB046,California Pizza Kitchen: COVID + Debt Bankruptcy,$Millions,$15-28
134,2028-07-25,7,2028,CC,Cartel Capital,CC038,Sicilian Cosa Nostra: Construction Industry Infiltration,$Billions,$18-32
134,2028-07-25,7,2028,EI,Early Intel,EI030,Andrew Left's Citron Research: Short and Distort,$1.2M,$15-28
134,2028-07-25,7,2028,SG,Startup Graveyard,SG022,Zume Pizza - Robot Pizza Maker to Industrial Composting,$375M,$20-35
134,2028-07-25,7,2028,LB,Legal Billions,LB014,Actos - $2.4 Billion Bladder Cancer Settlement,$2.4B,$18-30
135,2028-08-01,8,2028,BB,Bankruptcy Billions,BB047,Chuck E. Cheese: COVID + PE Debt,$Millions,$15-28
135,2028-08-01,8,2028,CC,Cartel Capital,CC039,ISIS Oil Smuggling: $500M Annually,$500M,$18-32
135,2028-08-01,8,2028,EI,Early Intel,EI031,Gowex WiFi Fraud: Spanish Tech Insider Collapse,$2B,$15-28
135,2028-08-01,8,2028,SG,Startup Graveyard,SG023,Greensill Capital - The Supply Chain Finance Fraud,$Billions,$20-35
135,2028-08-01,8,2028,LB,Legal Billions,LB015,Xarelto - $775 Million Blood Thinner Deaths,$775M,$18-30
136,2028-08-08,8,2028,BB,Bankruptcy Billions,BB048,CoreCivic: Private Prison Financial Near-Misses,$Billions,$15-28
136,2028-08-08,8,2028,CC,Cartel Capital,CC040,Hezbollah: Drug Trafficking Latin America,$Billions,$18-32
136,2028-08-08,8,2028,EI,Early Intel,EI032,The 9/11 Put Options: United/American Airlines Suspicious Trades,Unknown,$15-28
136,2028-08-08,8,2028,SG,Startup Graveyard,SG024,Kabbage - The PPP Loan Mill SoftBank Dumped,$250M Loss,$20-35
136,2028-08-08,8,2028,LB,Legal Billions,LB016,Elmiron - Vision Loss Lawsuits Emerging,$Millions,$18-30
137,2028-08-15,8,2028,BB,Bankruptcy Billions,BB049,GEO Group: ICE Contract Dependency Crisis,$Billions,$15-28
137,2028-08-15,8,2028,CC,Cartel Capital,CC041,Al-Qaeda: Hawala Network Financing,$Millions,$18-32
137,2028-08-15,8,2028,EI,Early Intel,EI033,Disney/ABC Options Before Merger Announcement,$1M,$15-28
137,2028-08-15,8,2028,SG,Startup Graveyard,SG025,Getaround - Car Sharing With 95% Stock Collapse,$1.7B Peak,$20-35
137,2028-08-15,8,2028,LB,Legal Billions,LB017,Transvaginal Mesh - $8 Billion for Chronic Pain,$8B,$18-30
138,2028-08-22,8,2028,BB,Bankruptcy Billions,BB050,Management & Training Corp: Fraud and Financial Distress,$Millions,$15-28
138,2028-08-22,8,2028,CC,Cartel Capital,CC042,Taliban: Opium Afghanistan $400M Annual,$400M,$18-32
138,2028-08-22,8,2028,EI,Early Intel,EI034,Heinz Call Options Spike: $1.7M Profit in One Day,$1.7M,$15-28
138,2028-08-22,8,2028,SG,Startup Graveyard,SG026,Opendoor - iBuying $7 Billion in Losses,$7B Losses,$20-35
138,2028-08-22,8,2028,LB,Legal Billions,LB018,Metal-on-Metal Hip Implants - $4.8 Billion,$4.8B,$18-30
139,2028-08-29,8,2028,CC,Cartel Capital,CC043,Boko Haram: Kidnapping Ransoms Financing,$Millions,$18-32
139,2028-08-29,8,2028,EI,Early Intel,EI035,Akamai Earnings Leak Options: $160K Illegal Profit,$160K,$15-28
139,2028-08-29,8,2028,SG,Startup Graveyard,SG027,Pets.com - The Sock Puppet That Lost $300 Million,$300M,$20-35
139,2028-08-29,8,2028,LB,Legal Billions,LB019,Essure Birth Control - $1.6 Billion,$1.6B,$18-30
140,2028-09-05,9,2028,CC,Cartel Capital,CC044,Silk Road: Ross Ulbricht $1.2B Bitcoin Marketplace,$1.2B,$18-32
140,2028-09-05,9,2028,EI,Early Intel,EI036,Equifax Breach Options Trading: Executives Sold Before Disclosure,$Millions,$15-28
140,2028-09-05,9,2028,SG,Startup Graveyard,SG028,Webvan - Instacart Before Instacart 20 Years Too Early,$1.2B,$20-35
140,2028-09-05,9,2028,LB,Legal Billions,LB020,Hernia Mesh - $4 Billion and Growing,$4B+,$18-30
141,2028-09-12,9,2028,CC,Cartel Capital,CC045,BTC-e: Alexander Vinnik $4B Bitcoin Exchange,$4B,$18-32
141,2028-09-12,9,2028,EI,Early Intel,EI037,Tesla Options Manipulation: Pattern Day Trading Collusion,Unknown,$15-28
141,2028-09-12,9,2028,SG,Startup Graveyard,SG029,eToys - The Amazon Killer That Died at Christmas,$1B Peak,$20-35
141,2028-09-12,9,2028,LB,Legal Billions,LB021,IVC Filters - $3.6 Billion,$3.6B,$18-30
142,2028-09-19,9,2028,CC,Cartel Capital,CC046,Hydra Market: Russia's $5B Darknet Empire,$5B,$18-32
142,2028-09-19,9,2028,EI,Early Intel,EI038,Goldman Sachs Gupta-Rajaratnam Board Leaks,$Millions,$15-28
142,2028-09-19,9,2028,SG,Startup Graveyard,SG030,Kozmo.com - Free 1-Hour Delivery Before Its Time,$280M,$20-35
142,2028-09-19,9,2028,LB,Legal Billions,LB022,Breast Implant Illness - Emerging Litigation,Billions Expected,$18-30
143,2028-09-26,9,2028,CC,Cartel Capital,CC047,Tornado Cash: North Korea Lazarus Group Tool,$Billions,$18-32
143,2028-09-26,9,2028,EI,Early Intel,EI039,Morgan Stanley Board Member Leak: FrontPoint Case,$Millions,$15-28
143,2028-09-26,9,2028,SG,Startup Graveyard,SG031,Global Crossing - The Fiber Optic Fraud,$30B Peak,$20-35
143,2028-09-26,9,2028,LB,Legal Billions,LB023,Da Vinci Robot Surgery Injuries,Hundreds of Millions,$18-30
